county_state,fips,county,state,population
"Seminole, Georgia",13253,Seminole,Georgia,8090
"Spalding, Georgia",13255,Spalding,Georgia,66703
"Stephens, Georgia",13257,Stephens,Georgia,25925
"Stewart, Georgia",13259,Stewart,Georgia,6621
"Sumter, Georgia",13261,Sumter,Georgia,29524
"Talbot, Georgia",13263,Talbot,Georgia,6195
"Taliaferro, Georgia",13265,Taliaferro,Georgia,1537
"Tattnall, Georgia",13267,Tattnall,Georgia,25286
"Taylor, Georgia",13269,Taylor,Georgia,8020
"Telfair, Georgia",13271,Telfair,Georgia,15860
"Terrell, Georgia",13273,Terrell,Georgia,8531
"Thomas, Georgia",13275,Thomas,Georgia,44451
"Tift, Georgia",13277,Tift,Georgia,40644
"Toombs, Georgia",13279,Toombs,Georgia,26830
"Towns, Georgia",13281,Towns,Georgia,12037
"Treutlen, Georgia",13283,Treutlen,Georgia,6901
"Troup, Georgia",13285,Troup,Georgia,69922
"Turner, Georgia",13287,Turner,Georgia,7985
"Twiggs, Georgia",13289,Twiggs,Georgia,8120
"Union, Georgia",13291,Union,Georgia,24511
"Upson, Georgia",13293,Upson,Georgia,26320
"Walker, Georgia",13295,Walker,Georgia,69761
"Walton, Georgia",13297,Walton,Georgia,94593
"Ware, Georgia",13299,Ware,Georgia,35734
"Warren, Georgia",13301,Warren,Georgia,5254
"Washington, Georgia",13303,Washington,Georgia,20374
"Wayne, Georgia",13305,Wayne,Georgia,29927
"Webster, Georgia",13307,Webster,Georgia,2607
"Wheeler, Georgia",13309,Wheeler,Georgia,7855
"White, Georgia",13311,White,Georgia,30798
"Whitfield, Georgia",13313,Whitfield,Georgia,104628
"Wilcox, Georgia",13315,Wilcox,Georgia,8635
"Wilkes, Georgia",13317,Wilkes,Georgia,9777
"Wilkinson, Georgia",13319,Wilkinson,Georgia,8954
"Worth, Georgia",13321,Worth,Georgia,20247
"Hawaii, Hawaii",15001,Hawaii,Hawaii,201513
"Honolulu, Hawaii",15003,Honolulu,Hawaii,974563
"Kalawao, Hawaii",15005,Kalawao,Hawaii,86
"Kauai, Hawaii",15007,Kauai,Hawaii,72293
"Maui, Hawaii",15009,Maui,Hawaii,167417
"Ada, Idaho",16001,Ada,Idaho,481587
"Adams, Idaho",16003,Adams,Idaho,4294
"Bannock, Idaho",16005,Bannock,Idaho,87808
"Bear Lake, Idaho",16007,Bear Lake,Idaho,6125
"Benewah, Idaho",16009,Benewah,Idaho,9298
"Bingham, Idaho",16011,Bingham,Idaho,46811
"Blaine, Idaho",16013,Blaine,Idaho,23021
"Boise, Idaho",16015,Boise,Idaho,7831
"Bonner, Idaho",16017,Bonner,Idaho,45739
"Bonneville, Idaho",16019,Bonneville,Idaho,119062
"Boundary, Idaho",16021,Boundary,Idaho,12245
"Butte, Idaho",16023,Butte,Idaho,2597
"Camas, Idaho",16025,Camas,Idaho,1106
"Canyon, Idaho",16027,Canyon,Idaho,229849
"Caribou, Idaho",16029,Caribou,Idaho,7155
"Cassia, Idaho",16031,Cassia,Idaho,24030
"Clark, Idaho",16033,Clark,Idaho,845
"Clearwater, Idaho",16035,Clearwater,Idaho,8756
"Custer, Idaho",16037,Custer,Idaho,4315
"Elmore, Idaho",16039,Elmore,Idaho,27511
"Franklin, Idaho",16041,Franklin,Idaho,13876
"Fremont, Idaho",16043,Fremont,Idaho,13099
"Gem, Idaho",16045,Gem,Idaho,18112
"Gooding, Idaho",16047,Gooding,Idaho,15179
"Idaho, Idaho",16049,Idaho,Idaho,16667
"Jefferson, Idaho",16051,Jefferson,Idaho,29871
"Jerome, Idaho",16053,Jerome,Idaho,24412
"Kootenai, Idaho",16055,Kootenai,Idaho,165697
"Latah, Idaho",16057,Latah,Idaho,40108
"Lemhi, Idaho",16059,Lemhi,Idaho,8027
"Lewis, Idaho",16061,Lewis,Idaho,3838
"Lincoln, Idaho",16063,Lincoln,Idaho,5366
"Madison, Idaho",16065,Madison,Idaho,39907
"Minidoka, Idaho",16067,Minidoka,Idaho,21039
"Nez Perce, Idaho",16069,Nez Perce,Idaho,40408
"Oneida, Idaho",16071,Oneida,Idaho,4531
"Owyhee, Idaho",16073,Owyhee,Idaho,11823
"Payette, Idaho",16075,Payette,Idaho,23951
"Power, Idaho",16077,Power,Idaho,7681
"Shoshone, Idaho",16079,Shoshone,Idaho,12882
"Teton, Idaho",16081,Teton,Idaho,12142
"Twin Falls, Idaho",16083,Twin Falls,Idaho,86878
"Valley, Idaho",16085,Valley,Idaho,11392
"Washington, Idaho",16087,Washington,Idaho,10194
"Adams, Illinois",17001,Adams,Illinois,65435
"Alexander, Illinois",17003,Alexander,Illinois,5761
"Bond, Illinois",17005,Bond,Illinois,16426
"Boone, Illinois",17007,Boone,Illinois,53544
"Brown, Illinois",17009,Brown,Illinois,6578
"Bureau, Illinois",17011,Bureau,Illinois,32628
"Calhoun, Illinois",17013,Calhoun,Illinois,4739
"Carroll, Illinois",17015,Carroll,Illinois,14305
"Cass, Illinois",17017,Cass,Illinois,12147
"Champaign, Illinois",17019,Champaign,Illinois,209689
"Christian, Illinois",17021,Christian,Illinois,32304
"Clark, Illinois",17023,Clark,Illinois,15441
"Clay, Illinois",17025,Clay,Illinois,13184
"Clinton, Illinois",17027,Clinton,Illinois,37562
"Coles, Illinois",17029,Coles,Illinois,50621
"Cook, Illinois",17031,Cook,Illinois,5150233
"Crawford, Illinois",17033,Crawford,Illinois,18667
"Cumberland, Illinois",17035,Cumberland,Illinois,10766
"DeKalb, Illinois",17037,DeKalb,Illinois,104897
"De Witt, Illinois",17039,De Witt,Illinois,15638
"Douglas, Illinois",17041,Douglas,Illinois,19465
"DuPage, Illinois",17043,DuPage,Illinois,922921
"Edgar, Illinois",17045,Edgar,Illinois,17161
"Edwards, Illinois",17047,Edwards,Illinois,6395
"Effingham, Illinois",17049,Effingham,Illinois,34008
"Fayette, Illinois",17051,Fayette,Illinois,21336
"Ford, Illinois",17053,Ford,Illinois,12961
"Franklin, Illinois",17055,Franklin,Illinois,38469
"Fulton, Illinois",17057,Fulton,Illinois,34340
"Gallatin, Illinois",17059,Gallatin,Illinois,4828
"Greene, Illinois",17061,Greene,Illinois,12969
"Grundy, Illinois",17063,Grundy,Illinois,51054
"Hamilton, Illinois",17065,Hamilton,Illinois,8116
"Hancock, Illinois",17067,Hancock,Illinois,17708
"Hardin, Illinois",17069,Hardin,Illinois,3821
"Henderson, Illinois",17071,Henderson,Illinois,6646
"Henry, Illinois",17073,Henry,Illinois,48913
"Iroquois, Illinois",17075,Iroquois,Illinois,27114
"Jackson, Illinois",17077,Jackson,Illinois,56750
"Jasper, Illinois",17079,Jasper,Illinois,9610
"Jefferson, Illinois",17081,Jefferson,Illinois,37684
"Jersey, Illinois",17083,Jersey,Illinois,21773
"Jo Daviess, Illinois",17085,Jo Daviess,Illinois,21235
"Johnson, Illinois",17087,Johnson,Illinois,12417
"Kane, Illinois",17089,Kane,Illinois,532403
"Kankakee, Illinois",17091,Kankakee,Illinois,109862
"Kendall, Illinois",17093,Kendall,Illinois,128990
"Knox, Illinois",17095,Knox,Illinois,49699
"Lake, Illinois",17097,Lake,Illinois,696535
"LaSalle, Illinois",17099,LaSalle,Illinois,108669
"Lawrence, Illinois",17101,Lawrence,Illinois,15678
"Lee, Illinois",17103,Lee,Illinois,34096
"Livingston, Illinois",17105,Livingston,Illinois,35648
"Logan, Illinois",17107,Logan,Illinois,28618
"McDonough, Illinois",17109,McDonough,Illinois,29682
"McHenry, Illinois",17111,McHenry,Illinois,307774
"McLean, Illinois",17113,McLean,Illinois,171517
"Macon, Illinois",17115,Macon,Illinois,104009
"Macoupin, Illinois",17117,Macoupin,Illinois,44926
"Madison, Illinois",17119,Madison,Illinois,262966
"Marion, Illinois",17121,Marion,Illinois,37205
"Marshall, Illinois",17123,Marshall,Illinois,11438
"Mason, Illinois",17125,Mason,Illinois,13359
"Massac, Illinois",17127,Massac,Illinois,13772
"Menard, Illinois",17129,Menard,Illinois,12196
"Mercer, Illinois",17131,Mercer,Illinois,15437
"Monroe, Illinois",17133,Monroe,Illinois,34637
"Montgomery, Illinois",17135,Montgomery,Illinois,28414
"Morgan, Illinois",17137,Morgan,Illinois,33658
"Moultrie, Illinois",17139,Moultrie,Illinois,14501
"Ogle, Illinois",17141,Ogle,Illinois,50643
"Peoria, Illinois",17143,Peoria,Illinois,179179
"Perry, Illinois",17145,Perry,Illinois,20916
"Piatt, Illinois",17147,Piatt,Illinois,16344
"Pike, Illinois",17149,Pike,Illinois,15561
"Pope, Illinois",17151,Pope,Illinois,4177
"Pulaski, Illinois",17153,Pulaski,Illinois,5335
"Putnam, Illinois",17155,Putnam,Illinois,5739
"Randolph, Illinois",17157,Randolph,Illinois,31782
"Richland, Illinois",17159,Richland,Illinois,15513
"Rock Island, Illinois",17161,Rock Island,Illinois,141879
"St. Clair, Illinois",17163,St. Clair,Illinois,259686
"Saline, Illinois",17165,Saline,Illinois,23491
"Sangamon, Illinois",17167,Sangamon,Illinois,194672
"Schuyler, Illinois",17169,Schuyler,Illinois,6768
"Scott, Illinois",17171,Scott,Illinois,4951
"Shelby, Illinois",17173,Shelby,Illinois,21634
"Stark, Illinois",17175,Stark,Illinois,5342
"Stephenson, Illinois",17177,Stephenson,Illinois,44498
"Tazewell, Illinois",17179,Tazewell,Illinois,131803
"Union, Illinois",17181,Union,Illinois,16653
"Vermilion, Illinois",17183,Vermilion,Illinois,75758
"Wabash, Illinois",17185,Wabash,Illinois,11520
"Warren, Illinois",17187,Warren,Illinois,16844
"Washington, Illinois",17189,Washington,Illinois,13887
"Wayne, Illinois",17191,Wayne,Illinois,16215
"White, Illinois",17193,White,Illinois,13537
"Whiteside, Illinois",17195,Whiteside,Illinois,55175
"Will, Illinois",17197,Will,Illinois,690743
"Williamson, Illinois",17199,Williamson,Illinois,66597
"Winnebago, Illinois",17201,Winnebago,Illinois,282572
"Woodford, Illinois",17203,Woodford,Illinois,38459
"Adams, Indiana",18001,Adams,Indiana,35777
"Allen, Indiana",18003,Allen,Indiana,379299
"Bartholomew, Indiana",18005,Bartholomew,Indiana,83779
"Benton, Indiana",18007,Benton,Indiana,8748
"Blackford, Indiana",18009,Blackford,Indiana,11758
"Boone, Indiana",18011,Boone,Indiana,67843
"Brown, Indiana",18013,Brown,Indiana,15092
"Carroll, Indiana",18015,Carroll,Indiana,20257
"Cass, Indiana",18017,Cass,Indiana,37689
"Clark, Indiana",18019,Clark,Indiana,118302
"Clay, Indiana",18021,Clay,Indiana,26225
"Clinton, Indiana",18023,Clinton,Indiana,32399
"Crawford, Indiana",18025,Crawford,Indiana,10577
"Daviess, Indiana",18027,Daviess,Indiana,33351
"Dearborn, Indiana",18029,Dearborn,Indiana,49458
"Decatur, Indiana",18031,Decatur,Indiana,26559
"DeKalb, Indiana",18033,DeKalb,Indiana,43475
"Delaware, Indiana",18035,Delaware,Indiana,114135
"Dubois, Indiana",18037,Dubois,Indiana,42736
"Elkhart, Indiana",18039,Elkhart,Indiana,206341
"Fayette, Indiana",18041,Fayette,Indiana,23102
"Floyd, Indiana",18043,Floyd,Indiana,78522
"Fountain, Indiana",18045,Fountain,Indiana,16346
"Franklin, Indiana",18047,Franklin,Indiana,22758
"Fulton, Indiana",18049,Fulton,Indiana,19974
"Gibson, Indiana",18051,Gibson,Indiana,33659
"Grant, Indiana",18053,Grant,Indiana,65769
"Greene, Indiana",18055,Greene,Indiana,31922
"Hamilton, Indiana",18057,Hamilton,Indiana,338011
"Hancock, Indiana",18059,Hancock,Indiana,78168
"Harrison, Indiana",18061,Harrison,Indiana,40515
"Hendricks, Indiana",18063,Hendricks,Indiana,170311
"Henry, Indiana",18065,Henry,Indiana,47972
"Howard, Indiana",18067,Howard,Indiana,82544
"Huntington, Indiana",18069,Huntington,Indiana,36520
"Jackson, Indiana",18071,Jackson,Indiana,44231
"Jasper, Indiana",18073,Jasper,Indiana,33562
"Jay, Indiana",18075,Jay,Indiana,20436
"Jefferson, Indiana",18077,Jefferson,Indiana,32308
"Jennings, Indiana",18079,Jennings,Indiana,27735
"Johnson, Indiana",18081,Johnson,Indiana,158167
"Knox, Indiana",18083,Knox,Indiana,36594
"Kosciusko, Indiana",18085,Kosciusko,Indiana,79456
"LaGrange, Indiana",18087,LaGrange,Indiana,39614
"Lake, Indiana",18089,Lake,Indiana,485493
"LaPorte, Indiana",18091,LaPorte,Indiana,109888
"Lawrence, Indiana",18093,Lawrence,Indiana,45370
"Madison, Indiana",18095,Madison,Indiana,129569
"Marion, Indiana",18097,Marion,Indiana,964582
"Marshall, Indiana",18099,Marshall,Indiana,46258
"Martin, Indiana",18101,Martin,Indiana,10255
"Miami, Indiana",18103,Miami,Indiana,35516
"Monroe, Indiana",18105,Monroe,Indiana,148431
"Montgomery, Indiana",18107,Montgomery,Indiana,38338
"Morgan, Indiana",18109,Morgan,Indiana,70489
"Newton, Indiana",18111,Newton,Indiana,13984
"Noble, Indiana",18113,Noble,Indiana,47744
"Ohio, Indiana",18115,Ohio,Indiana,5875
"Orange, Indiana",18117,Orange,Indiana,19646
"Owen, Indiana",18119,Owen,Indiana,20799
"Parke, Indiana",18121,Parke,Indiana,16937
"Perry, Indiana",18123,Perry,Indiana,19169
"Pike, Indiana",18125,Pike,Indiana,12389
"Porter, Indiana",18127,Porter,Indiana,170389
"Posey, Indiana",18129,Posey,Indiana,25427
"Pulaski, Indiana",18131,Pulaski,Indiana,12353
"Putnam, Indiana",18133,Putnam,Indiana,37576
"Randolph, Indiana",18135,Randolph,Indiana,24665
"Ripley, Indiana",18137,Ripley,Indiana,28324
"Rush, Indiana",18139,Rush,Indiana,16581
"St. Joseph, Indiana",18141,St. Joseph,Indiana,271826
"Scott, Indiana",18143,Scott,Indiana,23873
"Shelby, Indiana",18145,Shelby,Indiana,44729
"Spencer, Indiana",18147,Spencer,Indiana,20277
"Starke, Indiana",18149,Starke,Indiana,22995
"Steuben, Indiana",18151,Steuben,Indiana,34594
"Sullivan, Indiana",18153,Sullivan,Indiana,20669
"Switzerland, Indiana",18155,Switzerland,Indiana,10751
"Tippecanoe, Indiana",18157,Tippecanoe,Indiana,195732
"Tipton, Indiana",18159,Tipton,Indiana,15148
"Union, Indiana",18161,Union,Indiana,7054
"Vanderburgh, Indiana",18163,Vanderburgh,Indiana,181451
"Vermillion, Indiana",18165,Vermillion,Indiana,15498
"Vigo, Indiana",18167,Vigo,Indiana,107038
"Wabash, Indiana",18169,Wabash,Indiana,30996
"Warren, Indiana",18171,Warren,Indiana,8265
"Warrick, Indiana",18173,Warrick,Indiana,62998
"Washington, Indiana",18175,Washington,Indiana,28036
"Wayne, Indiana",18177,Wayne,Indiana,65884
"Wells, Indiana",18179,Wells,Indiana,28296
"White, Indiana",18181,White,Indiana,24102
"Whitley, Indiana",18183,Whitley,Indiana,33964
"Adair, Iowa",19001,Adair,Iowa,7152
"Adams, Iowa",19003,Adams,Iowa,3602
"Allamakee, Iowa",19005,Allamakee,Iowa,13687
"Appanoose, Iowa",19007,Appanoose,Iowa,12426
"Audubon, Iowa",19009,Audubon,Iowa,5496
"Benton, Iowa",19011,Benton,Iowa,25645
"Black Hawk, Iowa",19013,Black Hawk,Iowa,131228
"Boone, Iowa",19015,Boone,Iowa,26234
"Bremer, Iowa",19017,Bremer,Iowa,25062
"Buchanan, Iowa",19019,Buchanan,Iowa,21175
"Buena Vista, Iowa",19021,Buena Vista,Iowa,19620
"Butler, Iowa",19023,Butler,Iowa,14439
"Calhoun, Iowa",19025,Calhoun,Iowa,9668
"Carroll, Iowa",19027,Carroll,Iowa,20165
"Cass, Iowa",19029,Cass,Iowa,12836
"Cedar, Iowa",19031,Cedar,Iowa,18627
"Cerro Gordo, Iowa",19033,Cerro Gordo,Iowa,42450
"Cherokee, Iowa",19035,Cherokee,Iowa,11235
"Chickasaw, Iowa",19037,Chickasaw,Iowa,11933
"Clarke, Iowa",19039,Clarke,Iowa,9395
"Clay, Iowa",19041,Clay,Iowa,16016
"Clayton, Iowa",19043,Clayton,Iowa,17549
"Clinton, Iowa",19045,Clinton,Iowa,46429
"Crawford, Iowa",19047,Crawford,Iowa,16820
"Dallas, Iowa",19049,Dallas,Iowa,93453
"Davis, Iowa",19051,Davis,Iowa,9000
"Decatur, Iowa",19053,Decatur,Iowa,7870
"Delaware, Iowa",19055,Delaware,Iowa,17011
"Des Moines, Iowa",19057,Des Moines,Iowa,38967
"Dickinson, Iowa",19059,Dickinson,Iowa,17258
"Dubuque, Iowa",19061,Dubuque,Iowa,97311
"Emmet, Iowa",19063,Emmet,Iowa,9208
"Fayette, Iowa",19065,Fayette,Iowa,19650
"Floyd, Iowa",19067,Floyd,Iowa,15642
"Franklin, Iowa",19069,Franklin,Iowa,10070
"Fremont, Iowa",19071,Fremont,Iowa,6960
"Greene, Iowa",19073,Greene,Iowa,8888
"Grundy, Iowa",19075,Grundy,Iowa,12232
"Guthrie, Iowa",19077,Guthrie,Iowa,10689
"Hamilton, Iowa",19079,Hamilton,Iowa,14773
"Hancock, Iowa",19081,Hancock,Iowa,10630
"Hardin, Iowa",19083,Hardin,Iowa,16846
"Harrison, Iowa",19085,Harrison,Iowa,14049
"Henry, Iowa",19087,Henry,Iowa,19954
"Howard, Iowa",19089,Howard,Iowa,9158
"Humboldt, Iowa",19091,Humboldt,Iowa,9558
"Ida, Iowa",19093,Ida,Iowa,6860
"Iowa, Iowa",19095,Iowa,Iowa,16184
"Jackson, Iowa",19097,Jackson,Iowa,19439
"Jasper, Iowa",19099,Jasper,Iowa,37185
"Jefferson, Iowa",19101,Jefferson,Iowa,18295
"Johnson, Iowa",19103,Johnson,Iowa,151140
"Jones, Iowa",19105,Jones,Iowa,20681
"Keokuk, Iowa",19107,Keokuk,Iowa,10246
"Kossuth, Iowa",19109,Kossuth,Iowa,14813
"Lee, Iowa",19111,Lee,Iowa,33657
"Linn, Iowa",19113,Linn,Iowa,226706
"Louisa, Iowa",19115,Louisa,Iowa,11035
"Lucas, Iowa",19117,Lucas,Iowa,8600
"Lyon, Iowa",19119,Lyon,Iowa,11755
"Madison, Iowa",19121,Madison,Iowa,16338
"Mahaska, Iowa",19123,Mahaska,Iowa,22095
"Marion, Iowa",19125,Marion,Iowa,33253
"Marshall, Iowa",19127,Marshall,Iowa,39369
"Mills, Iowa",19129,Mills,Iowa,15109
"Mitchell, Iowa",19131,Mitchell,Iowa,10586
"Monona, Iowa",19133,Monona,Iowa,8615
"Monroe, Iowa",19135,Monroe,Iowa,7707
"Montgomery, Iowa",19137,Montgomery,Iowa,9917
"Muscatine, Iowa",19139,Muscatine,Iowa,42664
"O'Brien, Iowa",19141,O'Brien,Iowa,13753
"Osceola, Iowa",19143,Osceola,Iowa,5958
"Page, Iowa",19145,Page,Iowa,15107
"Palo Alto, Iowa",19147,Palo Alto,Iowa,8886
"Plymouth, Iowa",19149,Plymouth,Iowa,25177
"Pocahontas, Iowa",19151,Pocahontas,Iowa,6619
"Polk, Iowa",19153,Polk,Iowa,490161
"Pottawattamie, Iowa",19155,Pottawattamie,Iowa,93206
"Poweshiek, Iowa",19157,Poweshiek,Iowa,18504
"Ringgold, Iowa",19159,Ringgold,Iowa,4894
"Sac, Iowa",19161,Sac,Iowa,9721
"Scott, Iowa",19163,Scott,Iowa,172943
"Shelby, Iowa",19165,Shelby,Iowa,11454
"Sioux, Iowa",19167,Sioux,Iowa,34855
"Story, Iowa",19169,Story,Iowa,97117
"Tama, Iowa",19171,Tama,Iowa,16854
"Taylor, Iowa",19173,Taylor,Iowa,6121
"Union, Iowa",19175,Union,Iowa,12241
"Van Buren, Iowa",19177,Van Buren,Iowa,7044
"Wapello, Iowa",19179,Wapello,Iowa,34969
"Warren, Iowa",19181,Warren,Iowa,51466
"Washington, Iowa",19183,Washington,Iowa,21965
"Wayne, Iowa",19185,Wayne,Iowa,6441
"Webster, Iowa",19187,Webster,Iowa,35904
"Winnebago, Iowa",19189,Winnebago,Iowa,10354
"Winneshiek, Iowa",19191,Winneshiek,Iowa,19991
"Woodbury, Iowa",19193,Woodbury,Iowa,103107
"Worth, Iowa",19195,Worth,Iowa,7381
"Wright, Iowa",19197,Wright,Iowa,12562
"Allen, Kansas",20001,Allen,Kansas,12369
"Anderson, Kansas",20003,Anderson,Kansas,7858
"Atchison, Kansas",20005,Atchison,Kansas,16073
"Barber, Kansas",20007,Barber,Kansas,4427
"Barton, Kansas",20009,Barton,Kansas,25779
"Bourbon, Kansas",20011,Bourbon,Kansas,14534
"Brown, Kansas",20013,Brown,Kansas,9564
"Butler, Kansas",20015,Butler,Kansas,66911
"Chase, Kansas",20017,Chase,Kansas,2648
"Chautauqua, Kansas",20019,Chautauqua,Kansas,3250
"Cherokee, Kansas",20021,Cherokee,Kansas,19939
"Cheyenne, Kansas",20023,Cheyenne,Kansas,2657
"Clark, Kansas",20025,Clark,Kansas,1994
"Clay, Kansas",20027,Clay,Kansas,8002
"Cloud, Kansas",20029,Cloud,Kansas,8786
"Coffey, Kansas",20031,Coffey,Kansas,8179
"Comanche, Kansas",20033,Comanche,Kansas,1700
"Cowley, Kansas",20035,Cowley,Kansas,34908
"Crawford, Kansas",20037,Crawford,Kansas,38818
"Decatur, Kansas",20039,Decatur,Kansas,2827
"Dickinson, Kansas",20041,Dickinson,Kansas,18466
"Doniphan, Kansas",20043,Doniphan,Kansas,7600
"Douglas, Kansas",20045,Douglas,Kansas,122259
"Edwards, Kansas",20047,Edwards,Kansas,2798
"Elk, Kansas",20049,Elk,Kansas,2530
"Ellis, Kansas",20051,Ellis,Kansas,28553
"Ellsworth, Kansas",20053,Ellsworth,Kansas,6102
"Finney, Kansas",20055,Finney,Kansas,36467
"Ford, Kansas",20057,Ford,Kansas,33619
"Franklin, Kansas",20059,Franklin,Kansas,25544
"Geary, Kansas",20061,Geary,Kansas,31670
"Gove, Kansas",20063,Gove,Kansas,2636
"Graham, Kansas",20065,Graham,Kansas,2482
"Grant, Kansas",20067,Grant,Kansas,7150
"Gray, Kansas",20069,Gray,Kansas,5988
"Greeley, Kansas",20071,Greeley,Kansas,1232
"Greenwood, Kansas",20073,Greenwood,Kansas,5982
"Hamilton, Kansas",20075,Hamilton,Kansas,2539
"Harper, Kansas",20077,Harper,Kansas,5436
"Harvey, Kansas",20079,Harvey,Kansas,34429
"Haskell, Kansas",20081,Haskell,Kansas,3968
"Hodgeman, Kansas",20083,Hodgeman,Kansas,1794
"Jackson, Kansas",20085,Jackson,Kansas,13171
"Jefferson, Kansas",20087,Jefferson,Kansas,19043
"Jewell, Kansas",20089,Jewell,Kansas,2879
"Johnson, Kansas",20091,Johnson,Kansas,602401
"Kearny, Kansas",20093,Kearny,Kansas,3838
"Kingman, Kansas",20095,Kingman,Kansas,7152
"Kiowa, Kansas",20097,Kiowa,Kansas,2475
"Labette, Kansas",20099,Labette,Kansas,19618
"Lane, Kansas",20101,Lane,Kansas,1535
"Leavenworth, Kansas",20103,Leavenworth,Kansas,81758
"Lincoln, Kansas",20105,Lincoln,Kansas,2962
"Linn, Kansas",20107,Linn,Kansas,9703
"Logan, Kansas",20109,Logan,Kansas,2794
"Lyon, Kansas",20111,Lyon,Kansas,33195
"McPherson, Kansas",20113,McPherson,Kansas,28542
"Marion, Kansas",20115,Marion,Kansas,11884
"Marshall, Kansas",20117,Marshall,Kansas,9707
"Meade, Kansas",20119,Meade,Kansas,4033
"Miami, Kansas",20121,Miami,Kansas,34237
"Mitchell, Kansas",20123,Mitchell,Kansas,5979
"Montgomery, Kansas",20125,Montgomery,Kansas,31829
"Morris, Kansas",20127,Morris,Kansas,5620
"Morton, Kansas",20129,Morton,Kansas,2587
"Nemaha, Kansas",20131,Nemaha,Kansas,10231
"Neosho, Kansas",20133,Neosho,Kansas,16007
"Ness, Kansas",20135,Ness,Kansas,2750
"Norton, Kansas",20137,Norton,Kansas,5361
"Osage, Kansas",20139,Osage,Kansas,15949
"Osborne, Kansas",20141,Osborne,Kansas,3421
"Ottawa, Kansas",20143,Ottawa,Kansas,5704
"Pawnee, Kansas",20145,Pawnee,Kansas,6414
"Phillips, Kansas",20147,Phillips,Kansas,5234
"Pottawatomie, Kansas",20149,Pottawatomie,Kansas,24383
"Pratt, Kansas",20151,Pratt,Kansas,9164
"Rawlins, Kansas",20153,Rawlins,Kansas,2530
"Reno, Kansas",20155,Reno,Kansas,61998
"Republic, Kansas",20157,Republic,Kansas,4636
"Rice, Kansas",20159,Rice,Kansas,9537
"Riley, Kansas",20161,Riley,Kansas,74232
"Rooks, Kansas",20163,Rooks,Kansas,4920
"Rush, Kansas",20165,Rush,Kansas,3036
"Russell, Kansas",20167,Russell,Kansas,6856
"Saline, Kansas",20169,Saline,Kansas,54224
"Scott, Kansas",20171,Scott,Kansas,4823
"Sedgwick, Kansas",20173,Sedgwick,Kansas,516042
"Seward, Kansas",20175,Seward,Kansas,21428
"Shawnee, Kansas",20177,Shawnee,Kansas,176875
"Sheridan, Kansas",20179,Sheridan,Kansas,2521
"Sherman, Kansas",20181,Sherman,Kansas,5917
"Smith, Kansas",20183,Smith,Kansas,3583
"Stafford, Kansas",20185,Stafford,Kansas,4156
"Stanton, Kansas",20187,Stanton,Kansas,2006
"Stevens, Kansas",20189,Stevens,Kansas,5485
"Sumner, Kansas",20191,Sumner,Kansas,22836
"Thomas, Kansas",20193,Thomas,Kansas,7777
"Trego, Kansas",20195,Trego,Kansas,2803
"Wabaunsee, Kansas",20197,Wabaunsee,Kansas,6931
"Wallace, Kansas",20199,Wallace,Kansas,1518
"Washington, Kansas",20201,Washington,Kansas,5406
"Wichita, Kansas",20203,Wichita,Kansas,2119
"Wilson, Kansas",20205,Wilson,Kansas,8525
"Woodson, Kansas",20207,Woodson,Kansas,3138
"Wyandotte, Kansas",20209,Wyandotte,Kansas,165429
"Adair, Kentucky",21001,Adair,Kentucky,19202
"Allen, Kentucky",21003,Allen,Kentucky,21315
"Anderson, Kentucky",21005,Anderson,Kentucky,22747
"Ballard, Kentucky",21007,Ballard,Kentucky,7888
"Barren, Kentucky",21009,Barren,Kentucky,44249
"Bath, Kentucky",21011,Bath,Kentucky,12500
"Bell, Kentucky",21013,Bell,Kentucky,26032
"Boone, Kentucky",21015,Boone,Kentucky,133581
"Bourbon, Kentucky",21017,Bourbon,Kentucky,19788
"Boyd, Kentucky",21019,Boyd,Kentucky,46718
"Boyle, Kentucky",21021,Boyle,Kentucky,30060
"Bracken, Kentucky",21023,Bracken,Kentucky,8303
"Breathitt, Kentucky",21025,Breathitt,Kentucky,12630
"Breckinridge, Kentucky",21027,Breckinridge,Kentucky,20477
"Bullitt, Kentucky",21029,Bullitt,Kentucky,81676
"Butler, Kentucky",21031,Butler,Kentucky,12879
"Caldwell, Kentucky",21033,Caldwell,Kentucky,12747
"Calloway, Kentucky",21035,Calloway,Kentucky,39001
"Campbell, Kentucky",21037,Campbell,Kentucky,93584
"Carlisle, Kentucky",21039,Carlisle,Kentucky,4760
"Carroll, Kentucky",21041,Carroll,Kentucky,10631
"Carter, Kentucky",21043,Carter,Kentucky,26797
"Casey, Kentucky",21045,Casey,Kentucky,16159
"Christian, Kentucky",21047,Christian,Kentucky,70461
"Clark, Kentucky",21049,Clark,Kentucky,36263
"Clay, Kentucky",21051,Clay,Kentucky,19901
"Clinton, Kentucky",21053,Clinton,Kentucky,10218
"Crittenden, Kentucky",21055,Crittenden,Kentucky,8806
"Cumberland, Kentucky",21057,Cumberland,Kentucky,6614
"Daviess, Kentucky",21059,Daviess,Kentucky,101511
"Edmonson, Kentucky",21061,Edmonson,Kentucky,12150
"Elliott, Kentucky",21063,Elliott,Kentucky,7517
"Estill, Kentucky",21065,Estill,Kentucky,14106
"Fayette, Kentucky",21067,Fayette,Kentucky,323152
"Fleming, Kentucky",21069,Fleming,Kentucky,14581
